src_bytes,failed_logins,same_srv_rate
7183.566896153434,8,0.7234983676450589
7506.836684198469,4,0.7733060836972732
7069.077112425021,5,0.7324431143198856
9241.34522645654,3,0.8599189062370094
6618.962619756842,4,0.13510583188157285
14782.415309029653,4,0.4620167594318977
14166.735266247257,4,0.4417593744848466
11641.63000138695,5,0.6373435845959415
31037.190702464224,2,0.6724088983078282
21133.47512867796,6,0.63603989204842
15564.116159558886,6,0.47268740962213074
10850.392253408001,2,0.721688348799954
12886.417560554319,1,0.3231541149926921
16576.791506494494,2,0.1749272304576483
4905.392246642155,3,0.18229651646373818
9525.34102416151,5,0.8161986010130705
13398.91686928544,6,0.6103403915673399
15132.299658160246,5,0.42061969846430913
16651.329936944032,4,0.6269011872062081
8831.08769148307,7,0.6330552690758029
20020.444148757677,6,0.8566236454658614
6385.813317269785,6,0.36340869079198546
15886.597238263528,6,0.25971072706607967
6608.547394877688,6,0.36458406916080366
11821.43576242911,5,0.6228771573114507
14710.388685174294,2,0.12922389981755147
11105.413948383699,3,0.21767761132109886
18291.885826560647,4,0.8237249004129183
6053.428322391543,6,0.27529044016423043
16053.53482917829,5,0.8701192469761864
23738.340773115466,4,0.35858325166723104
10248.070437937171,5,0.44046309487556756
12465.379129653285,3,0.22468743617974413
6436.5175943182285,4,0.33805319867221595
6237.351714313779,7,0.8409887045907332
10165.543208422496,10,0.8200296360441713
25900.412423222228,1,0.8724095367629421
13205.45602306665,6,0.21428871632204188
10465.949324011584,3,0.44661582666815014
11688.708000770888,3,0.7654289517289701
11667.394686875765,4,0.2985576343554827
15050.858250094094,5,0.25625751400936386
21195.363520250943,5,0.1769050213587524
10038.30382432069,8,0.7268333213781687
6921.959098738244,7,0.92085310604063
8582.716954651522,5,0.17749918664282593
14445.10901568104,3,0.377138532027831
14395.515508682049,5,0.2268875078902561
13485.29993259733,3,0.46051216522882277
8138.110425109287,3,0.2561186096043293
6809.460471937688,9,0.5346104784816109
24461.70474260814,5,0.16523800679653677
16974.680472616386,3,0.6117153042521659
18170.825381112645,2,0.7213785805131191
20342.35493219455,5,0.7496813616563143
33554.166305937455,7,0.5747942337847114
22959.426491689348,5,0.9048139259139542
16245.277089276264,6,0.706305331738957
10520.101024681031,3,0.29082739902122057
7095.400326885148,4,0.5821875617072053
12337.468600928723,5,0.6677191609364751
20697.13128927364,3,0.8677300578138086
8968.110751747286,1,0.8394622214800528
15005.116154523366,3,0.16443695169400102
15222.162614866189,4,0.21789282991942455
21749.407098542728,4,0.6790459977289286
6759.4612357245815,5,0.16920126858733497
15476.763912878978,5,0.6302934811548104
8881.028619265,6,0.8606691165614297
5178.2155764823865,6,0.8470640332950764
10756.381520104604,4,0.2239372002065666
17849.99879176962,6,0.2742791127374081
15915.217676226848,2,0.6390017848651282
7648.202922731165,3,0.29244333267960926
31602.182199969764,1,0.24689196028491203
12459.143319699047,3,0.20408571661703934
24402.32921369394,6,0.4574081419168957
6967.086382080956,5,0.8456074435884711
9261.33885912416,3,0.17537837984330495
20318.49012591771,4,0.332343061720218
20926.12454688589,4,0.4691047255602607
10258.091619151499,3,0.10682877681239268
10905.849037608457,5,0.36595898857139153
11662.876665456288,6,0.6043115309179355
10287.389334287533,2,0.1860129680069913
9516.501538570328,5,0.6651134320228134
7296.850736856553,7,0.6340493344184835
16470.891222270035,2,0.15264393771200077
8844.693198182624,3,0.516101149395839
11838.328649533429,6,0.10536243253031073
20721.458419488976,7,0.14600695694189597
23215.565460207676,2,0.7601228856811336
20462.581026656408,11,0.2760246566234073
7296.868887860403,5,0.6220721559429925
23070.76166351912,6,0.215315705366489
15747.910132186542,2,0.7876927701877537
11629.194694729993,2,0.5730617644062118
7324.635102607594,3,0.1131870371813065
15072.032154496294,3,0.644080351865696
14009.027076101827,8,0.18483816190168317
15028.406429936764,5,0.40918080979257965
15094.800124211844,5,0.9159616223165038
10403.69139975862,3,0.6728311050193035
13137.036292594184,7,0.6391983427677621
5785.608327121616,5,0.5578358503136183
33307.687700936294,4,0.30874393310059683
16790.58454410151,7,0.7114339663991998
23383.705641013425,4,0.13574343951301654
20868.094611461835,4,0.9457593151944401
17791.917240684867,4,0.8888147474693096
9177.422743298428,5,0.5379113321860375
23496.343890250784,5,0.7356283030585493
14786.34938524865,2,0.4935960143316426
16960.046835410452,4,0.24578783670757157
17854.222043207687,3,0.26428107377062393
14951.809483197329,7,0.7220996210109741
7705.714471632843,4,0.10998572702771327
18178.159418986135,7,0.5141261529838225
19458.110295397863,3,0.6170643474881709
11752.824015834665,5,0.27533076794139505
16571.757041275847,3,0.5870093378306995
8531.027891166013,6,0.8566552426267626
24276.409444384608,5,0.580411343881014
6547.478082941319,6,0.14501890496123038
18244.874486718105,2,0.3715181487919722
23252.45651759799,4,0.8662508216829794
14838.888829504174,5,0.63793419947047
14549.636555666064,3,0.24692546933475112
14164.631710158554,6,0.40692158999585204
19611.022276170595,2,0.6662752768001172
5358.273567142143,2,0.46884249312937076
13521.113186844344,6,0.601988834695728
11223.677195839386,7,0.3506025265257716
33697.72740621627,5,0.4996375920132501
7357.121542497332,5,0.10744372602595964
12462.665857108068,6,0.949052335131698
36647.44549910637,4,0.18038711629361193
23003.122637553388,8,0.4156846985397834
8825.940056672773,5,0.5855350542469172
13534.220812951013,7,0.8912827785304336
7665.973718367922,7,0.48138287348307784
23271.990279216974,7,0.42928907383712056
17048.686596386528,2,0.5133636251560837
20236.400855597,5,0.2632694625381638
5394.799999975382,2,0.18323095878351042
9701.793934472957,7,0.7469474120654188
25803.175838446023,7,0.447210925830559
15632.04311855669,5,0.43490408597234875
9744.462226763786,4,0.715784134230494
11058.214722224611,5,0.1210559174619181
15812.829061439692,5,0.7781786243786857
19780.337089663833,4,0.7003354217471198
12505.927283305286,7,0.7575614063041721
7283.8280743898085,3,0.9205045996661217
12538.184138451472,6,0.2693953569744252
13801.575151317633,1,0.8599808968841386
10500.313695479847,4,0.685022124481632
13100.00643766108,2,0.2454648623190954
7235.126476658087,2,0.8824403808782557
9046.93742394481,8,0.43801197492927757
6074.627653493546,4,0.8644303766181072
16587.007281003825,4,0.6221844681904733
21817.682494846475,3,0.20317647010740197
24452.207949391322,6,0.5408177124976767
10348.959473717923,6,0.2303109694752709
15026.727488346045,4,0.9449911840129701
16946.362048590225,1,0.672346540545963
17193.445932567694,6,0.8141227335698645
10371.277571954322,4,0.10646819048442746
14239.003313834814,5,0.2980699961888583
17462.517314664205,5,0.5032312563758372
5516.729070590441,4,0.608544272687828
8975.266236581647,3,0.2397159284355375
13806.581085440786,7,0.2692399418960819
17382.016806475465,2,0.35347087542287425
36149.95242733173,7,0.17458928151498887
12273.263356349362,7,0.7015850196497176
14848.268625559063,6,0.3118902449930029
8498.813674691066,9,0.20323349376950212
12745.970649984925,2,0.7165497586174203
17483.615821468517,3,0.7570614902342914
6999.046240914758,7,0.8052764256422607
14618.878059471344,2,0.11269252509431166
12868.989290889858,6,0.4079013666818794
13828.243542972217,1,0.509910270212222
17482.382695722696,4,0.3600855211484477
14248.924071130385,3,0.8145210729450246
18514.196894258377,7,0.518417684624478
20179.809657795315,3,0.7434611724261037
12143.661087931507,4,0.528034231960666
18277.374717108753,7,0.5075063166995021
13712.144336053589,3,0.9144266882255597
74826.21996993452,4,0.1421541298011403
14154.340509109532,3,0.34047342658859847
12492.404158586443,4,0.7675600532026813
19382.13686437267,5,0.21121550459563487
22890.387134848494,3,0.6093239877309758
7177.384645878227,2,0.4996627364046843
14757.317131577523,4,0.29302341260593584
7964.0172050403535,5,0.48497731464675087
14662.768689675137,7,0.7332079398441051
8620.040000364392,5,0.635702354072669
12392.532671406485,8,0.16143839295156437
41082.26720654576,1,0.733883027179607
7282.380274385365,0,0.5156436079791379
11650.44638080446,6,0.3612034587422933
7463.882848572136,1,0.7008129518774335
17765.35705950681,1,0.30835766462247344
11217.278215522698,5,0.8772992920725747
14285.90426116215,8,0.4864833529411613
9949.510751348973,6,0.7139152876937415
19902.42143450035,4,0.6183760853595254
15186.66339690989,3,0.9237982078503204
8605.689204146556,4,0.33087475114121495
34403.08925607066,6,0.2232149459206824
8067.1575995342455,5,0.49688507417316286
44365.34855724584,3,0.48137753411200856
17382.784747749723,5,0.5856485134328363
11266.26516176534,3,0.3446082373167072
32423.88781794396,4,0.1588545621412011
12272.833884688722,8,0.7282551213984423
48186.01564184761,7,0.429723289865376
14068.606499252426,7,0.8583220301311948
22875.037027894392,2,0.3835798174916225
8549.932755135485,3,0.3913841365315307
7730.482082416239,3,0.8757234457895402
32374.703117589692,4,0.2576891647726092
6665.951910491068,4,0.5183706127088213
16361.972189907525,10,0.8141777688699596
15127.596618008396,4,0.7248092141183914
23325.090597199458,2,0.22815380567332538
6477.430214506231,4,0.590602124699881
24751.02983899594,4,0.8941830854083318
19112.51670351021,6,0.21880151478722493
5331.5033082412665,7,0.8028394729311357
11355.311172030728,10,0.7090600980380852
20373.3004829548,8,0.20863722147203229
13006.939724085329,8,0.4331520784913875
3945.417462732384,4,0.589106453963321
8664.187022742353,4,0.8987155369381804
